transaction_id,merchant_id,timestamp,amount,customer_id,status
TB95318F64B53,M6833A44E,2024-10-29 12:51:36.780181,2254.7240023583254,C21332,completed
T5CD64D0BB7F3,M6833A44E,2024-10-29 15:10:36.780181,3171.317587138251,C79151,completed
T9960126EAF7D,M6833A44E,2024-10-29 14:49:36.780181,1955.4549373993736,C49397,completed
T85F88552CEB8,M6833A44E,2024-10-29 15:06:36.780181,2019.1548033148845,C47187,completed
TF70CD4F388C5,M6833A44E,2024-10-29 20:28:36.780181,1095.5507254278027,C53969,completed
TB5CB82C31B1F,M6833A44E,2024-10-29 14:49:36.780181,4095.5298404685127,C92240,completed
T3ECE49F5170E,M6833A44E,2024-10-29 20:26:36.780181,2644.3092930303746,C91001,completed
T83B099EF97E7,M6833A44E,2024-10-29 18:37:36.780181,2258.074099616516,C64210,completed
TACE96D1C01DB,M6833A44E,2024-10-29 20:28:36.780181,4573.921919979734,C83742,completed
TED2AD74CBF75,M6833A44E,2024-10-29 13:58:36.780181,271.2811609090986,C96657,completed
T14BD8A45E977,M6833A44E,2024-10-29 09:56:36.780181,3272.8499742490376,C83034,completed
TCF03755BA507,M6833A44E,2024-10-29 14:57:36.780181,331.84392746236165,C16754,completed
T9579069F9225,M6833A44E,2024-10-29 17:11:36.780181,3846.479186901206,C20789,completed
T90C814039911,M6833A44E,2024-10-29 12:20:36.780181,1161.6641782630268,C49865,completed
TC0E9A44D7A10,M6833A44E,2024-10-29 15:01:36.780181,3618.6502236648103,C92927,completed
T3F3F0AFCFFC5,M6833A44E,2024-10-29 16:17:36.780181,4109.280373524309,C61157,completed
T2592AF4654C2,M6833A44E,2024-10-29 11:08:36.780181,3313.8825628550276,C80874,completed
T26CB6C4DE838,M6833A44E,2024-10-29 11:16:36.780181,693.8774664769842,C26830,completed
T6023A05C583E,M6833A44E,2024-10-29 14:31:36.780181,3035.265479722228,C98939,completed
TE806A6DB1CDE,M6833A44E,2024-10-29 15:59:36.780181,3730.4473155105456,C67320,completed
TB50BA93429EE,M6833A44E,2024-10-30 14:34:36.780181,1775.3034999600382,C78702,completed
T8D06D8151A6F,M6833A44E,2024-10-30 14:52:36.780181,3038.6983151981067,C14040,completed
T4BED42FAEAE9,M6833A44E,2024-10-30 13:48:36.780181,4931.882419511886,C69887,completed
T0240417B075B,M6833A44E,2024-10-30 16:03:36.780181,4651.2246060765,C80005,completed
T76A01358B6FF,M6833A44E,2024-10-30 19:38:36.780181,4832.095019478235,C67299,completed
TF46A62F0120D,M6833A44E,2024-10-30 09:32:36.780181,4429.1700369713335,C29752,completed
T7A8DCC2F5C56,M6833A44E,2024-10-30 15:27:36.780181,4248.729920547825,C85505,completed
TE2EDC1E5948B,M6833A44E,2024-10-30 15:43:36.780181,1860.8445343258097,C65937,completed
TB4A0D505267A,M6833A44E,2024-10-30 08:17:36.780181,1994.3754297712196,C32010,completed
T281981EDFA7C,M6833A44E,2024-10-30 10:20:36.780181,4498.614997811098,C85227,completed
T7E53B5F62DA7,M6833A44E,2024-10-30 17:58:36.780181,327.1552781739981,C34737,completed
TAD714BC269BD,M6833A44E,2024-10-30 12:45:36.780181,2529.325966277331,C47200,completed
T109723C8325E,M6833A44E,2024-10-30 10:52:36.780181,504.9099952144017,C77653,completed
T05F8EC45C55F,M6833A44E,2024-10-30 15:41:36.780181,1944.278267532196,C89513,completed
T8BEE131E5A64,M6833A44E,2024-10-30 10:26:36.780181,3392.311229611976,C17726,completed
T611F3D46A0ED,M6833A44E,2024-10-30 17:28:36.780181,3094.1551620880005,C12827,completed
T42FED4A4B4C0,M6833A44E,2024-10-30 10:56:36.780181,4710.895923962511,C73465,completed
T6E12E98CA4D9,M6833A44E,2024-10-30 08:19:36.780181,3389.049820494593,C30427,completed
TC601828DA8DC,M6833A44E,2024-10-30 12:51:36.780181,298.14028577256556,C86817,completed
T74C0208FE618,M6833A44E,2024-10-30 19:54:36.780181,4604.495790050894,C91600,completed
TCB00E5BF5ED4,M6833A44E,2024-10-30 16:34:36.780181,3798.843114385433,C70397,completed
T34D1791EE96F,M6833A44E,2024-10-30 11:36:36.780181,447.386642928083,C77989,completed
T70459FB209EC,M6833A44E,2024-10-31 11:24:36.780181,2714.409138695494,C27920,completed
T3E60757F3C7B,M6833A44E,2024-10-31 16:46:36.780181,4251.221202155561,C66760,completed
T1F2DB434BC0C,M6833A44E,2024-10-31 15:24:36.780181,1791.3022205794994,C26928,completed
T82BD217868B2,M6833A44E,2024-10-31 08:27:36.780181,1374.6882828094608,C85206,completed
T7349FF43AADC,M6833A44E,2024-10-31 20:00:36.780181,2848.1616916702305,C36511,completed
T02DF1DC2AEE5,M6833A44E,2024-10-31 16:35:36.780181,4684.735629768198,C28751,completed
T73339BEFFB76,M6833A44E,2024-10-31 09:51:36.780181,1091.1659078842495,C46855,completed
T76898800E7A1,M6833A44E,2024-10-31 11:40:36.780181,4295.254015307868,C85776,completed
TC6C50E46A4AA,M6833A44E,2024-10-31 09:58:36.780181,2205.362620923958,C98132,completed
TBDEA1BBEBA78,M6833A44E,2024-10-31 11:09:36.780181,401.76057040441225,C40732,completed
T6FEDCC47F832,M6833A44E,2024-10-31 11:18:36.780181,1564.967633005539,C33292,completed
T25AEB9D97868,M6833A44E,2024-10-31 17:11:36.780181,4118.430388179502,C99841,completed
T631C567F97A5,M6833A44E,2024-10-31 17:27:36.780181,4411.444273610621,C87761,completed
T033E5E57295D,M6833A44E,2024-10-31 08:44:36.780181,4162.279247545668,C10126,completed
T1B0E196009BD,M6833A44E,2024-10-31 19:07:36.780181,137.80324901429523,C81299,completed
TDD55C3EF9999,M6833A44E,2024-10-31 17:44:36.780181,3663.394294213088,C19534,completed
TD6599EB27D11,M6833A44E,2024-10-31 10:34:36.780181,398.32894654217404,C81495,completed
T1413DD09CAA4,M6833A44E,2024-11-01 12:53:36.780181,3837.501629396423,C75143,completed
T10973D923E9B,M6833A44E,2024-11-01 15:15:36.780181,3580.645773940279,C34165,completed
T60714210D851,M6833A44E,2024-11-01 08:41:36.780181,3593.3418944061204,C89783,completed
TB893D8A40A13,M6833A44E,2024-11-01 09:10:36.780181,2665.411922050411,C16519,completed
T9CACC6465225,M6833A44E,2024-11-01 17:40:36.780181,961.8163755649464,C36576,completed
T781701CDD6ED,M6833A44E,2024-11-01 11:22:36.780181,801.6887795422383,C31166,completed
TFCA13371A685,M6833A44E,2024-11-01 19:34:36.780181,2253.0230178116685,C92466,completed
TA9FD747F0F7A,M6833A44E,2024-11-01 08:00:36.780181,4092.4302863201146,C52705,completed
T8F6D39DEA1D4,M6833A44E,2024-11-01 13:24:36.780181,3671.4335649887835,C48585,completed
T6DE52B8756F4,M6833A44E,2024-11-01 10:07:36.780181,4736.757259034125,C31023,completed
T04A38E047E7A,M6833A44E,2024-11-01 18:04:36.780181,2976.1941695210735,C94445,completed
TC8592D2A9029,M6833A44E,2024-11-01 20:06:36.780181,2456.2644769609396,C50850,completed
T6A4E76D911FB,M6833A44E,2024-11-01 14:26:36.780181,3502.4492976319552,C47979,completed
T6FA49D13B8BF,M6833A44E,2024-11-01 18:28:36.780181,2330.065052614179,C95069,completed
TDD3C2BB6CA78,M6833A44E,2024-11-01 13:32:36.780181,1795.3380924883797,C26680,completed
T4857B293E796,M6833A44E,2024-11-01 13:26:36.780181,2216.643402161976,C58626,completed
T6FA5DD506985,M6833A44E,2024-11-01 11:26:36.780181,3322.059501258067,C42767,completed
T0F85EF080483,M6833A44E,2024-11-01 18:14:36.780181,3261.6573144294093,C88098,completed
T3F6AE3D09C7D,M6833A44E,2024-11-01 16:38:36.780181,3535.7360670845264,C36144,completed
T5FA3AA774522,M6833A44E,2024-11-01 09:10:36.780181,165.8746287663908,C95696,completed
T6B5DD72BAF5A,M6833A44E,2024-11-01 20:04:36.780181,3228.8110406906453,C28368,completed
TEAA477A8F4C1,M6833A44E,2024-11-01 08:40:36.780181,2325.7649024969055,C78084,completed
T4CFF8BC4AABE,M6833A44E,2024-11-02 10:21:36.780181,4718.029570711839,C34665,completed
T2CEC5D59F763,M6833A44E,2024-11-02 15:16:36.780181,676.4297653987214,C31152,completed
TABEB5D61C373,M6833A44E,2024-11-02 17:28:36.780181,2438.59417754917,C31591,completed
TA57D70DA6BE8,M6833A44E,2024-11-02 19:00:36.780181,1703.909960303666,C49362,completed
T3AEC6092D0EC,M6833A44E,2024-11-02 11:47:36.780181,3547.0945988644035,C17752,completed
T760DD598D932,M6833A44E,2024-11-02 20:58:36.780181,3487.588666774341,C30032,completed
T62D860065B32,M6833A44E,2024-11-02 09:23:36.780181,2683.2028835743586,C56992,completed
TD880523224B0,M6833A44E,2024-11-02 12:51:36.780181,318.6980942929018,C87328,completed
T154C8A0ACB82,M6833A44E,2024-11-02 15:39:36.780181,1209.3196417690428,C16364,completed
T8B05D07A30F4,M6833A44E,2024-11-02 17:46:36.780181,2873.1083413642673,C29201,completed
TB947F6E3289E,M6833A44E,2024-11-02 13:42:36.780181,148.5280429997087,C76241,completed
T4E1FDAA9070E,M6833A44E,2024-11-02 16:48:36.780181,4220.739505110143,C84618,completed
T09A1E2030E60,M6833A44E,2024-11-02 11:11:36.780181,1220.984006078697,C66064,completed
TCB2A3ACD8137,M6833A44E,2024-11-02 08:33:36.780181,1504.5718129794247,C84780,completed
TCA6CF5CA7893,M6833A44E,2024-11-02 20:43:36.780181,4939.645869168183,C40541,completed
T86D2C1C5AF11,M6833A44E,2024-11-02 18:35:36.780181,1305.2067355495703,C64801,completed
T0CD7B129E9A7,M6833A44E,2024-11-02 18:43:36.780181,460.7126398209852,C86715,completed
TECB3891FB730,M6833A44E,2024-11-02 19:30:36.780181,3106.0211023025536,C42211,completed
T2384E4AE1822,M6833A44E,2024-11-02 15:04:36.780181,2181.329330712555,C29209,completed
T59FD3F8711CF,M6833A44E,2024-11-02 11:11:36.780181,4830.499988319701,C74810,completed
T9929C9617692,M6833A44E,2024-11-02 12:01:36.780181,1217.0907593913605,C72782,completed
T35C92B658BE7,M6833A44E,2024-11-02 10:17:36.780181,604.4468900262748,C74109,completed
T16FCBBFE4718,M6833A44E,2024-11-02 14:58:36.780181,4821.580418230172,C16713,completed
T6CC9980713BA,M6833A44E,2024-11-03 08:47:36.780181,2278.3793842505347,C85945,completed
T265311A90A56,M6833A44E,2024-11-03 11:53:36.780181,2644.7161614300144,C87451,completed
T2449142C5EE7,M6833A44E,2024-11-03 10:18:36.780181,453.4888039272526,C35319,completed
T590FDDC336A4,M6833A44E,2024-11-03 14:59:36.780181,3926.9631968166677,C62478,completed
TE0E5667789D5,M6833A44E,2024-11-03 15:56:36.780181,2587.586788894236,C66374,completed
T65F74C0289C1,M6833A44E,2024-11-03 14:37:36.780181,3067.135351150943,C85912,completed
T0358177A0F13,M6833A44E,2024-11-03 15:30:36.780181,3626.9558254325852,C64893,completed
T0D4306EBE1FB,M6833A44E,2024-11-03 15:12:36.780181,240.05123583550204,C42879,completed
TB399BE1F9E15,M6833A44E,2024-11-03 14:48:36.780181,2989.456559306851,C66240,completed
TB317B4E3CFFC,M6833A44E,2024-11-03 14:32:36.780181,681.3260083216855,C36913,completed
T8C0AF5A25BEF,M6833A44E,2024-11-03 16:17:36.780181,827.7731777201491,C53218,completed
TEF07294C289C,M6833A44E,2024-11-03 15:31:36.780181,3737.3092141629386,C87775,completed
